case_id,phone_hash,bank_hash,upi_hash,sim_hash,vehicle_hash,weapon_type,digital_artifact_hash
"KA-202502-004335","PH-3B7A4E6130","BK-C0598E961D","UPI-9F1BF3C30C","SIM-D3984B5A62","","","DA-BE8502D4A3"
"KA-202502-004338","PH-94B9F61D45","BK-FD8ABD204A","UPI-F2BD166F5B","SIM-C914766565","","","DA-CA33F3D8EC"
"KA-202502-004341","PH-8082ECC6AD","BK-3A94006BE6","UPI-AC7D44FDA7","SIM-074CAFAD8E","","","DA-2949C9E4A1"
"KA-202502-004344","PH-7AF9F49FC3","BK-193CFE0DF3","UPI-094D7CCE52","SIM-318EE85AD9","","","DA-E4536C404A"
"KA-202502-004347","PH-804D8E4809","BK-F83AD718C1","UPI-07486C4068","SIM-189AAB142B","","","DA-250700F802"
"KA-202502-004350","PH-61965EFA64","BK-3F0BCBE979","UPI-E922F10481","SIM-5F241A4293","","","DA-864DF0C493"
"KA-202502-004353","PH-F04BF65144","BK-9E515A7247","UPI-C344792DC5","SIM-8FF3D3616C","","","DA-B6A9AB7A1A"
"KA-202502-004356","PH-011FA7742D","BK-254E2B085E","UPI-D3CBF027EC","SIM-A7DFCD674E","","","DA-8E80A5CF68"
"KA-202502-004359","PH-3C6B76AE7E","BK-D5D592BD42","UPI-697B38256A","SIM-F22D44ACB5","","","DA-7432821A5D"
"KA-202502-004362","PH-BFD5FB2313","BK-3D7923B95B","UPI-5F23D1A8FC","SIM-4FC94959FC","","","DA-54D6A103CC"
"KA-202502-004365","PH-233D9B5740","BK-F269C04111","UPI-D5D0C54321","SIM-630625FF87","","","DA-773A821215"
"KA-202502-004368","PH-E8533B56C6","BK-D994C1391D","UPI-E5DD140B26","SIM-D333C7BFA3","","","DA-99092D1031"
"KA-202502-004371","PH-E84029C71D","BK-6260DB7996","UPI-913DCFC280","SIM-3354E04069","","","DA-946EAC7E0A"
"KA-202502-004374","PH-E0870C12D2","BK-31F29C83A4","UPI-BF1D161427","SIM-1323198D3B","","","DA-6F175FC2AA"
"KA-202502-004377","PH-208EC9D001","BK-BEC9F43F1A","UPI-25B5A52BD0","SIM-F3CA947C45","","","DA-1921E61FE3"
"KA-202502-004380","PH-5AB9F5798B","BK-0660547C43","UPI-DF13A96FAF","SIM-44C6036296","","","DA-BD723C8C2D"
"KA-202502-004383","PH-ABD60AA90F","BK-CA457A8BF4","UPI-C125D8B8CF","SIM-90818A71A3","","","DA-3E516BF041"
"KA-202502-004386","PH-1E603580A6","BK-2901422EE0","UPI-7122C67429","SIM-D3BD14B13D","","","DA-C2FD051547"
"KA-202502-004389","PH-7E06764FB8","BK-811BD7A970","UPI-1243F230B4","SIM-9A3FDA8EF1","","","DA-F70708C25A"
"KA-202502-004392","PH-7B7EFA07A7","","","","","",""
"KA-202502-004395","PH-A83351BEB7","","","","","",""
"KA-202502-004398","PH-8F6A3141AC","","","","","",""
"KA-202502-004401","PH-AC69B4E2B1","","","","","",""
"KA-202502-004404","PH-B98695C8F2","","","","","",""
"KA-202502-004407","PH-B46A7CB21A","","","","","",""
"KA-202502-004410","PH-8B839A0809","","","","","",""
"KA-202502-004413","PH-544C866599","","","","","",""
"KA-202502-004416","PH-74EA027BC5","","","","","",""
"KA-202502-004419","PH-63E9AF9FA8","","","","","",""
"KA-202502-004422","PH-2747F54735","","","","","",""
"KA-202502-004425","PH-7BF44C9C7A","","","","","",""
"KA-202502-004428","PH-1C03B99F4D","","","","","",""
"KA-202502-004431","PH-16B7801EFE","","","","","",""
"KA-202502-004434","PH-103AEB40E3","","","","","",""
"KA-202502-004437","PH-10F2C6D62D","","","","","",""
"KA-202502-004440","PH-1C767CA9C6","","","","","",""
"KA-202502-004443","PH-F586E15C44","","","","","",""
"KA-202502-004446","PH-C64ABD9C3D","","","","","",""
"KA-202502-004449","PH-E00A56477D","","","","","",""
"KA-202502-004452","PH-D5C0742D15","","","","","",""
"KA-202502-004455","PH-21F1645291","","","","","",""
"KA-202502-004458","PH-B32413F5AF","","","","","",""
"KA-202502-004461","PH-FE818D98B3","","","","","",""
"KA-202502-004464","PH-1391B2DEC4","","","","","",""
"KA-202502-004467","PH-30C5C811CA","","","","","",""
"KA-202502-004470","PH-1CC9197FDF","","","","","",""
"KA-202502-004473","PH-5A1BBF2497","","","","","",""
"KA-202502-004476","PH-3BDCD82C23","","","","","",""
"KA-202502-004479","PH-F6209A820E","","","","","",""
"KA-202502-004482","PH-540194F841","","","","","",""
"KA-202502-004485","PH-B97DEAB05E","","","","","",""
"KA-202502-004488","PH-6294675100","","","","","",""
"KA-202502-004491","PH-7D10C5A373","","","","","",""
"KA-202502-004494","PH-6B8754F5D1","","","","","",""
"KA-202502-004497","PH-F6BBBA6FA5","","","","","",""
"KA-202502-004500","PH-2E44BEDFAB","","","","","",""
"KA-202502-004503","PH-010D62EB26","","","","","",""
"KA-202502-004506","PH-05B059331D","","","","","",""
"KA-202502-004509","PH-D21EBF4B5D","","","","","",""
"KA-202502-004512","PH-D3CAC1DD05","","","","","",""
"KA-202502-004515","PH-5E1F637BD8","","","","","",""
"KA-202502-004518","PH-E8C9FDB605","","","","","",""
"KA-202502-004521","PH-74732351EE","","","","","",""
"KA-202502-004524","PH-6BEC9AC260","","","","","",""
"KA-202502-004527","PH-C068A178E4","","","","","",""
"KA-202502-004530","PH-A43DC66BFD","","","","","",""
"KA-202502-004533","PH-5D4D6E1CFE","","","","","",""
"KA-202502-004536","PH-4D5E1629CB","","","","","",""
"KA-202502-004539","PH-7823AEF6F0","","","","","",""
"KA-202502-004542","PH-F1C5090F31","","","","","",""
"KA-202502-004545","PH-41E303A849","","","","","",""
"KA-202502-004548","PH-F1C12C7750","","","","","",""
"KA-202502-004551","PH-25876FEB39","","","","","",""
"KA-202502-004554","PH-F744DAA660","","","","","",""
"KA-202502-004557","PH-26B8E1E207","","","","","",""
"KA-202502-004560","PH-0FB93B0829","","","","","",""
"KA-202502-004563","PH-0013B251DF","","","","","",""
"KA-202502-004566","PH-AA2F848B54","","","","","",""
"KA-202502-004569","PH-6034714BAB","","","","","",""
"KA-202502-004572","PH-E0F4247515","","","","","",""
"KA-202502-004575","PH-A1F58A597E","","","","","",""
"KA-202502-004578","PH-BB7333CB08","","","","","",""
"KA-202502-004581","PH-15CDAC0C37","","","","","",""
"KA-202502-004584","PH-768ECF55F9","","","","","",""
"KA-202502-004587","PH-F609B4AD73","","","","","",""
"KA-202502-004590","PH-DEDA9E3AD8","","","","","",""
"KA-202502-004593","PH-AD539DB30F","","","","","",""
"KA-202502-004596","PH-D7B65E4953","","","","","",""
"KA-202502-004599","PH-BF0C5B46CB","","","","","",""
"KA-202502-004602","PH-1E8FDF25A6","","","","","",""
"KA-202502-004605","PH-241DD853B6","","","","","",""
"KA-202502-004608","PH-DA5085D471","","","","","",""
"KA-202502-004611","PH-76B24793EE","","","","","",""
"KA-202502-004614","PH-5ACB8D5CEF","","","","","",""
"KA-202502-004617","PH-5AA46C177C","","","","","",""
"KA-202502-004620","PH-F4713D22F4","","","","","",""
"KA-202502-004623","PH-A8EC5C0BCE","","","","","",""
"KA-202502-004626","PH-C5C4D950E3","","","","","",""
"KA-202502-004629","PH-643DD5E13C","","","","","",""
"KA-202502-004632","PH-ABB41A4160","","","","","",""
"KA-202502-004635","PH-720DFAEDDC","","","","","",""
"KA-202502-004638","PH-8248AED505","","","","","",""
"KA-202502-004641","PH-69CEA0FC1D","","","","","",""
"KA-202502-004644","PH-B89AD62785","","","","","",""
"KA-202502-004647","PH-631F148B2B","","","","","",""
"KA-202502-004650","PH-9AD7FF4A5E","","","","","",""
"KA-202502-004653","PH-9DFF9F1D4F","","","","","",""
"KA-202502-004656","PH-982E2B835D","","","","","",""
"KA-202502-004659","PH-29CCC408C6","","","","","",""
"KA-202502-004662","PH-85AB7E2C47","","","","","",""
"KA-202502-004665","PH-0D19F8EF26","","","","","",""
"KA-202502-004668","PH-3679848871","","","","","",""
"KA-202502-004671","PH-66A8C702C7","","","","","",""
"KA-202502-004674","PH-617EA25419","","","","","",""
"KA-202502-004677","PH-51B0BA6700","","","","","",""
"KA-202502-004680","PH-19309CF541","","","","","",""
"KA-202502-004683","PH-37CCDEC1E0","","","","","",""
"KA-202502-004686","PH-F0B9E46EB3","","","","","",""
"KA-202502-004689","PH-62AA84AA34","","","","","",""
"KA-202502-004692","PH-191E255A07","","","","","",""
"KA-202502-004695","PH-2233A6E929","","","","","",""
"KA-202502-004698","PH-EA5228F674","","","","","",""
"KA-202502-004701","PH-9BB8A144D2","","","","","",""
"KA-202502-004704","PH-3E1A107F0B","","","","","",""
"KA-202502-004707","PH-27A59CA3B5","","","","","",""
"KA-202502-004710","PH-874746A789","","","","","",""
"KA-202502-004713","PH-4E3E126F1E","","","","","",""
"KA-202502-004716","PH-FB86D392A5","","","","","",""
"KA-202502-004719","PH-1B32A1CEDC","","","","","",""
"KA-202502-004722","PH-AA13CC4D75","","","","","",""
"KA-202502-004725","PH-BE17100DE3","","","","","",""
"KA-202502-004728","PH-3AA4DEA0C4","","","","","",""
"KA-202502-004731","PH-DD50EE7292","","","","","",""
"KA-202502-004734","PH-113EF1DAF9","","","","","",""
"KA-202502-004737","PH-DC97D7D9E5","","","","","",""
"KA-202502-004740","PH-6705812E65","","","","","",""
"KA-202502-004743","PH-A3A42AA211","","","","","",""
"KA-202502-004746","PH-1BBF6F18D4","","","","","",""
"KA-202502-004749","PH-52120FE732","","","","","",""
"KA-202502-004752","PH-1806C33811","","","","","",""
"KA-202502-004755","PH-5C36082EFD","","","","","",""
"KA-202502-004758","PH-CF4CA531DA","","","","","",""
"KA-202502-004761","PH-CEBF79C659","","","","","",""
"KA-202502-004764","PH-9571175E8D","","","","","",""
"KA-202502-004767","PH-FC7C285D00","","","","","",""
"KA-202502-004770","PH-236E8C6664","","","","","",""
"KA-202502-004773","PH-4029E90C0E","","","","","",""
"KA-202502-004776","PH-1E833D0636","","","","","",""
"KA-202502-004779","PH-D64CB731E6","","","","","",""
"KA-202502-004782","PH-38582B484D","","","","","",""
"KA-202502-004785","PH-D0F091F0B0","","","","","",""
"KA-202502-004788","PH-DCAC5760CC","","","","","",""
"KA-202502-004791","PH-019D3E5B78","","","","","",""
"KA-202502-004794","PH-F65FFFF632","","","","","",""
"KA-202502-004797","PH-BBE5C86C02","","","","","",""
"KA-202502-004800","PH-5728C4CBDF","","","","","",""
"KA-202502-004803","PH-F71CCA6947","","","","","",""
"KA-202502-004806","PH-02A3C27BDF","","","","","",""
"KA-202502-004809","PH-17A22249D9","","","","","",""
"KA-202502-004812","PH-647EA26FAF","","","","","",""
"KA-202502-004815","PH-F8E96CEADC","","","","","",""
"KA-202502-004818","PH-B04E631924","","","","","",""
"KA-202502-004821","PH-FE0DEB316F","","","","","",""
"KA-202502-004824","PH-D4DD24710E","","","","","",""
"KA-202502-004827","PH-9E3A4EF335","","","","","",""
"KA-202502-004830","PH-66DE61EE85","","","","","",""
"KA-202502-004833","PH-86F1B81A6E","","","","","",""
"KA-202502-004836","PH-388F1D0080","","","","","",""
"KA-202502-004839","PH-7674AB0839","","","","","",""
"KA-202502-004842","PH-702FDCE1CD","","","","","",""
"KA-202502-004845","PH-5C6FDDEFD2","","","","","",""
"KA-202502-004848","PH-AAAEBACA7E","","","","","",""
"KA-202502-004851","PH-6556734CB9","","","","","",""
"KA-202502-004854","PH-40342B486F","","","","","",""
"KA-202502-004857","PH-65BFE30D1F","","","","","",""
"KA-202502-004860","PH-3D5E312199","","","","","",""
"KA-202502-004863","PH-D535C79D22","","","","","",""
"KA-202502-004866","PH-B50C5E82D8","","","","","",""
"KA-202502-004869","PH-652E742206","","","","","",""
"KA-202502-004872","PH-C8DC1E8029","","","","","",""
"KA-202502-004875","PH-98E519C4D2","","","","","",""
"KA-202502-004878","PH-736236D38B","","","","","",""
"KA-202502-004881","PH-1968E4AB21","","","","","",""
"KA-202502-004884","PH-7E872ED03B","","","","","",""
"KA-202502-004887","PH-90DA725C22","","","","","",""
"KA-202502-004890","PH-67F8F77AE7","","","","","",""
"KA-202502-004893","PH-A8F9BF4AB5","","","","","",""
"KA-202502-004896","PH-D5AE6190D1","","","","","",""
"KA-202502-004899","PH-36C6E0242C","","","","","",""
"KA-202502-004902","PH-F5D9F7ABD1","","","","","",""
"KA-202502-004905","PH-EC40BBC623","","","","","",""
"KA-202502-004908","PH-600E30D2EB","","","","","",""
"KA-202502-004911","PH-ABF8B81A04","","","","","",""
"KA-202502-004914","PH-70A849B473","","","","","",""
"KA-202502-004917","PH-A137712A2E","","","","","",""
"KA-202502-004920","PH-ED3C7E378C","","","","","",""
"KA-202502-004923","PH-AD929C137E","","","","","",""
"KA-202502-004926","PH-19DAFB3D50","","","","","",""
"KA-202502-004929","PH-56736F20A6","","","","","",""
"KA-202502-004932","PH-EF2E852467","","","","","",""
"KA-202502-004935","PH-3E66D77C60","","","","","",""
"KA-202502-004938","PH-CDE7DF4EC0","","","","","",""
"KA-202502-004941","PH-AB27CF9FBD","","","","","",""
"KA-202502-004944","PH-5470DF0F08","","","","","",""
"KA-202502-004947","PH-38E2360AD3","","","","","",""
"KA-202502-004950","PH-133653B73F","","","","","",""
"KA-202502-004953","PH-ADB9E03259","","","","","",""
"KA-202502-004956","PH-ABC02B9DB1","","","","","",""
"KA-202502-004959","PH-B4EA507A2E","","","","","",""
"KA-202502-004962","PH-05D7981966","","","","","",""
"KA-202502-004965","PH-7C68DBB796","","","","","",""
"KA-202502-004968","PH-8FE0A0D970","","","","","",""
"KA-202502-004971","PH-CF52F7066C","","","","","",""
"KA-202502-004974","PH-A1A7BAD08D","","","","","",""
"KA-202502-004977","PH-AFCFB9351D","","","","","",""
"KA-202502-004980","PH-29EB064591","","","","","",""
"KA-202502-004983","PH-E7ADBAA53C","","","","","",""
"KA-202502-004986","PH-FE7A5BE265","","","","","",""
"KA-202502-004989","PH-C92066C5E1","","","","","",""
"KA-202502-004992","PH-5ED201BE59","","","","","",""
"KA-202502-004995","PH-D16BC346A4","","","","","",""
"KA-202502-004998","PH-C545F28FF6","","","","","",""
"KA-202502-005001","PH-81185E2177","","","","","",""
"KA-202502-005004","PH-E38D40D4E4","","","","","",""
"KA-202502-005007","PH-67695C89F4","","","","","",""
"KA-202502-005010","PH-A186753F2B","","","","","",""
"KA-202502-005013","PH-F0483D24C5","","","","","",""
"KA-202502-005016","PH-2AC5A137D7","","","","","",""
"KA-202502-005019","PH-51F2E2BF7D","","","","","",""
"KA-202502-005022","PH-ACDA6481F0","","","","","",""
"KA-202502-005025","PH-1FCC097708","","","","","",""
"KA-202502-005028","PH-D7B1799607","","","","","",""
"KA-202502-005031","PH-F96D7CA76C","","","","","",""
"KA-202502-005034","PH-CE35039C1C","","","","","",""
"KA-202502-005037","PH-BEFC973FD7","","","","","",""
"KA-202502-005040","PH-C656439E64","","","","","",""
"KA-202502-005043","PH-38FC686E0F","","","","","",""
"KA-202502-005046","PH-34F0A63D9E","","","","","",""
"KA-202502-005049","PH-27899041AB","","","","","",""
"KA-202502-005052","PH-D30952D572","","","","","",""
"KA-202502-005055","PH-6A6E3DC963","","","","","",""
"KA-202502-005058","PH-D9E93824F1","","","","","",""
"KA-202502-005061","PH-8444348A2D","","","","","",""
"KA-202502-005064","PH-D5E0E283D7","","","","","",""
"KA-202502-005067","PH-53405BB5FD","","","","","",""
"KA-202502-005070","PH-0BD42B1A3C","","","","","",""
"KA-202502-005073","PH-FFED568884","","","","","",""
"KA-202502-005076","PH-4BDD64832A","","","","","",""
"KA-202502-005079","PH-ADA94EFB35","","","","","",""
"KA-202502-005082","PH-4DBC8F407D","","","","","",""
"KA-202502-005085","PH-CA8375CE52","","","","","",""
"KA-202502-005088","PH-FA46655848","","","","","",""
"KA-202502-005091","PH-6AFAFC5379","","","","","",""
"KA-202502-005094","PH-5DD4C946F9","","","","","",""
"KA-202502-005097","PH-73C980A074","","","","","",""
"KA-202502-005100","PH-A984AE0644","","","","","",""
"KA-202502-005103","PH-DC98E407D2","","","","","",""
"KA-202502-005106","PH-CAA108F89B","","","","","",""
"KA-202502-005109","PH-9BA687887C","","","","","",""
"KA-202502-005112","PH-1395C67C3E","","","","","",""
"KA-202502-005115","PH-EAABA65674","","","","","",""
"KA-202502-005118","PH-5378730019","","","","","",""
"KA-202502-005121","PH-6E60B99B67","","","","","",""
"KA-202502-005124","PH-FF6579D5AA","","","","","",""
"KA-202502-005127","PH-893B0AFD6F","","","","","",""
"KA-202502-005130","PH-59EEDD1855","","","","","",""
"KA-202502-005133","PH-536260045B","","","","","",""
"KA-202502-005136","PH-1084A9117C","","","","","",""
"KA-202502-005139","PH-87083E3FF8","","","","","",""
"KA-202502-005142","PH-E17F0B400B","","","","","",""
"KA-202502-005145","PH-D775619F11","","","","","",""
"KA-202502-005148","PH-29CDF39C9C","","","","","",""
"KA-202502-005151","PH-F14E7247D2","","","","","",""
"KA-202502-005154","PH-92B8C0FD06","","","","","",""
"KA-202502-005157","PH-C7D3F89412","","","","","",""
"KA-202502-005160","PH-430CF75486","","","","","",""
"KA-202502-005163","PH-B66DD955EE","","","","","",""
"KA-202502-005166","PH-63452DB487","","","","","",""
"KA-202502-005169","PH-3FAD3FA1DB","","","","","",""
"KA-202502-005172","PH-D1BDC81C3E","","","","","",""
"KA-202502-005175","PH-F3DAD1F71E","","","","","",""
"KA-202502-005178","PH-7A7FFD0039","","","","","",""
"KA-202502-005181","PH-DC60296B78","","","","","",""
"KA-202502-005184","PH-0A0AA686B0","","","","","",""
"KA-202502-005187","PH-B019D62A99","","","","","",""
"KA-202502-005190","PH-34CD4657E0","","","","","",""
"KA-202502-005193","PH-75946E99E1","","","","","",""
"KA-202502-005196","PH-9BB8A94858","","","","","",""
"KA-202502-005199","PH-3FF8197800","","","","","",""
"KA-202502-005202","PH-91850607B3","","","","","",""
"KA-202502-005205","PH-36C0E85D9C","","","","","",""
"KA-202502-005208","PH-C99F28708E","","","","","",""
"KA-202502-005211","PH-884DFD1ABC","","","","","",""
"KA-202502-005214","PH-E4D416C591","","","","","",""
"KA-202502-005217","PH-7F91F41E25","","","","","",""
"KA-202502-005220","PH-1322765BA2","","","","","",""
"KA-202502-005223","PH-AD9842420B","","","","","",""
"KA-202502-005226","PH-B114FCF506","","","","","",""
"KA-202502-005229","PH-9CF325454B","","","","","",""
"KA-202502-005232","PH-7CDE1E22B5","","","","","",""
"KA-202502-005235","PH-A8A801C98D","","","","","",""
"KA-202502-005238","PH-AD80BECA42","","","","","",""
"KA-202502-005241","PH-748221D000","","","","","",""
"KA-202502-005244","PH-DB83AB2096","","","","","",""
"KA-202502-005247","PH-3BC8898107","","","","","",""
"KA-202502-005250","PH-900E412DB7","","","","","",""
"KA-202502-005253","PH-7EEDAEA576","","","","","",""
"KA-202502-005256","PH-69DBF15EA0","","","","","",""
"KA-202502-005259","PH-446040C93A","","","","","",""
"KA-202502-005262","PH-3FCFA58ADD","","","","","",""
"KA-202502-005265","PH-5663ED88B8","","","","","",""
"KA-202502-005268","PH-F337C1A7A1","","","","","",""
"KA-202502-005271","PH-91AF41920B","","","","","",""
"KA-202502-005274","PH-9466AD4737","","","","","",""
"KA-202502-005277","PH-58BC838181","","","","","",""
"KA-202502-005280","PH-2FF257B492","","","","","",""
"KA-202502-005283","PH-619A5D9C74","","","","","",""
"KA-202502-005286","PH-1E07810BC1","","","","","",""
"KA-202502-005289","PH-ABDD4A12AA","","","","","",""
"KA-202502-005292","PH-4F0410C7A1","","","","","",""
"KA-202502-005295","PH-2BF0E20B46","","","","","",""
"KA-202502-005298","PH-65DD2B1986","","","","","",""
"KA-202502-005301","PH-8537973672","","","","","",""
"KA-202502-005304","PH-5FD0385A71","","","","","",""
"KA-202502-005307","PH-BF85163777","","","","","",""
"KA-202502-005310","PH-F683AB3E68","","","","","",""
"KA-202502-005313","PH-F625895B76","","","","","",""
"KA-202502-005316","PH-1FD4888D04","","","","","",""
"KA-202502-005319","PH-4086B51FFC","","","","","",""
"KA-202502-005322","PH-2938CE02CC","","","","","",""
"KA-202502-005325","PH-82DC804560","","","","","",""
"KA-202502-005328","PH-3E5F4946CE","","","","","",""
"KA-202502-005331","PH-8FA1C4DA34","","","","","",""
"KA-202502-005334","PH-89742D7896","","","","","",""
"KA-202502-005337","PH-B51D8A667E","","","","","",""
"KA-202502-005340","PH-72787D2BBD","","","","","",""
"KA-202502-005343","PH-EB155C09F3","","","","","",""
"KA-202502-005346","PH-03C8F33E65","","","","","",""
"KA-202502-005349","PH-B4BD10CCC0","","","","","",""
"KA-202502-005352","PH-909FF44DEF","","","","","",""
"KA-202502-005355","PH-77FE91E95A","","","","","",""
"KA-202502-005358","PH-5FBE81DEC7","","","","","",""
"KA-202502-005361","PH-DB156FBFDA","","","","","",""
"KA-202502-005364","PH-7203DE3A13","","","","","",""
"KA-202502-005367","PH-1B54399113","","","","","",""
"KA-202502-005370","PH-9E26FC74B0","","","","","",""
"KA-202502-005373","PH-855B733B41","","","","","",""
"KA-202502-005376","PH-6A2736BD92","","","","","",""
"KA-202502-005379","PH-371DD748D5","","","","","",""
"KA-202502-005382","PH-8C828A8E6D","","","","","",""
"KA-202502-005385","PH-42F9488F83","","","","","",""
"KA-202502-005388","PH-23D2A88494","","","","","",""
"KA-202502-005391","PH-851A6D4C01","","","","","",""
"KA-202502-005394","PH-C18B4B09A5","","","","","",""
"KA-202502-005397","PH-FCEEA6056D","","","","","",""
"KA-202502-005400","PH-1631B73F5B","","","","","",""
"KA-202502-005403","PH-5EBD9EA730","","","","","",""
"KA-202502-005406","PH-253CC4FC4E","","","","","",""
"KA-202502-005409","PH-63496A1682","","","","","",""
"KA-202502-005412","PH-285BF2C383","","","","","",""
"KA-202502-005415","PH-735BBC037B","","","","","",""
"KA-202502-005418","PH-5D8AC83BDA","","","","","",""
"KA-202502-005421","PH-D3E890260D","","","","","",""
"KA-202502-005424","PH-7DE498AAE7","","","","","",""
"KA-202502-005427","PH-22D8BBCA2F","","","","","",""
"KA-202502-005430","PH-5E3C92EF49","","","","","",""
"KA-202502-005433","PH-98A865B9EE","","","","","",""
"KA-202502-005436","PH-743E3C575E","","","","","",""
"KA-202502-005439","PH-3220FAA610","","","","","",""
"KA-202502-005442","PH-FF029D8D50","","","","","",""
"KA-202502-005445","PH-926E07508F","","","","","",""
"KA-202502-005448","PH-467AF131E9","","","","","",""
"KA-202502-005451","PH-3DA178253C","","","","","",""
"KA-202502-005454","PH-561EF08967","","","","","",""
"KA-202502-005457","PH-6857B38B35","","","","","",""
"KA-202502-005460","PH-5875292274","","","","","",""
"KA-202502-005463","PH-A5C0C86E1E","","","","","",""
"KA-202502-005466","PH-AE12F2ABD3","","","","","",""
"KA-202502-005469","PH-D58B3EBF34","","","","","",""
"KA-202502-005472","PH-20D17AA29C","","","","","",""
"KA-202502-005475","PH-F0328D0615","","","","","",""
"KA-202502-005478","PH-E9291D8894","","","","","",""
"KA-202502-005481","PH-09DFACD64A","","","","","",""
"KA-202502-005484","PH-0D6C28CA04","","","","","",""
"KA-202502-005487","PH-C86DB95AAB","","","","","",""
"KA-202502-005490","PH-08E87D71C4","","","","","",""
"KA-202502-005493","PH-DA805337AE","","","","","",""
"KA-202502-005496","PH-CA72A24824","","","","","",""
"KA-202502-005499","PH-96BC243E27","","","","","",""
"KA-202502-005502","PH-059530DE87","","","","","",""
"KA-202502-005505","PH-42B1373AF8","","","","","",""
"KA-202502-005508","PH-7D7325063D","","","","","",""
"KA-202502-005511","PH-005812416D","","","","","",""
"KA-202502-005514","PH-CDC7C3C7A2","","","","","",""
"KA-202502-005517","PH-219667CA74","","","","","",""
"KA-202502-005520","PH-AC61A057D8","","","","","",""
"KA-202502-005523","PH-669BE1C67C","","","","","",""
"KA-202502-005526","PH-697C9C25B2","","","","","",""
"KA-202502-005529","PH-4D1453F4B6","","","","","",""
"KA-202502-005532","PH-7FBDAFBCA7","","","","","",""
"KA-202502-005535","PH-01518810F9","","","","","",""
"KA-202502-005538","PH-B028E8FC1F","","","","","",""
"KA-202502-005541","PH-6D9ED060D0","","","","","",""
"KA-202502-005544","PH-8DAA5502C9","","","","","",""
"KA-202502-005547","PH-41D08254BA","","","","","",""
"KA-202502-005550","PH-99ADD99615","","","","","",""
"KA-202502-005553","PH-AA24CE5890","","","","","",""
"KA-202502-005556","PH-FB450578F3","","","","","",""
"KA-202502-005559","PH-0BAE9005FA","","","","","",""
"KA-202502-005562","PH-27BF92A235","","","","","",""
"KA-202502-005565","PH-DDAF573121","","","","","",""
"KA-202502-005568","PH-D7683EC388","","","","","",""
"KA-202502-005571","PH-6A531DBDF9","","","","","",""
"KA-202502-005574","PH-ABE8DF34A2","","","","","",""
"KA-202502-005577","PH-749D7A4062","","","","","",""
"KA-202502-005580","PH-B7B6D48106","","","","","",""
"KA-202502-005583","PH-733455E888","","","","","",""
"KA-202502-005586","PH-268029410F","","","","","",""
"KA-202502-005589","PH-8CC1A2F90C","","","","","",""
"KA-202502-005592","PH-49F4DC351A","","","","VH-10D707B79D","",""
"KA-202502-005595","PH-500D0B6E27","","","","VH-1FF5664F5A","",""
"KA-202502-005598","PH-B0C4A465F8","","","","VH-4C5E1D0AB5","",""
"KA-202502-005601","PH-0E8BABC077","","","","VH-253922D6A2","",""
"KA-202502-005604","PH-1D4065F1AE","","","","VH-47BE2AD1F7","",""
"KA-202502-005607","PH-B1E36A23F8","","","","VH-A4619D1ADE","",""
"KA-202502-005610","PH-B0A6AB9E7C","","","","VH-854E6F7FDF","",""
"KA-202502-005613","PH-0D79D889B9","","","","VH-6710A0E770","",""
"KA-202502-005616","PH-FAC99966A3","","","","VH-5B25155BBB","",""
"KA-202502-005619","PH-FA7A2E0D52","","","","VH-BB161DC051","",""
"KA-202502-005622","PH-A28E76D1C1","","","","VH-D89C5C1C4E","",""
"KA-202502-005625","PH-9B7071861D","","","","VH-BCCCF487AE","",""
"KA-202502-005628","PH-CB16774F91","","","","VH-F3C7763DD6","",""
"KA-202502-005631","PH-EA124C9AFE","","","","VH-36EE46BC2C","",""
"KA-202502-005634","PH-1B6A5721C7","","","","VH-4D9A95E47B","",""
"KA-202502-005637","PH-D51DCC76B9","","","","VH-5670F9D644","",""
"KA-202502-005640","PH-523DA4442F","","","","VH-18C92C1D9D","",""
"KA-202502-005643","PH-CDEFE49A89","","","","VH-4BA3D15E8F","",""
"KA-202502-005646","PH-A565C815C2","","","","VH-0116066280","",""
"KA-202502-005649","PH-EB34E92815","","","","VH-B627079E9F","",""
"KA-202502-005652","PH-5EDCD29241","","","","VH-2F408CC033","",""
"KA-202502-005655","PH-86E238658A","","","","VH-8658048312","",""
"KA-202502-005658","PH-953336339D","","","","VH-BDF0A7EABB","",""
"KA-202502-005661","PH-14EE1E7A45","","","","VH-3A7378697F","",""
"KA-202502-005664","PH-223C432C24","","","","VH-C139E2A1F8","",""
"KA-202502-005667","PH-40177892FE","","","","VH-8544B2FC83","",""
"KA-202502-005670","PH-2422FFA6AF","","","","VH-3942C65ED3","",""
"KA-202502-005673","PH-E901E5E838","","","","VH-EA62EC5A27","",""
"KA-202502-005676","PH-D06BDF817B","","","","VH-D37F57D1F8","",""
"KA-202502-005679","PH-66C7FCDCFD","","","","VH-13E71A1D90","",""
"KA-202502-005682","PH-81782E4DBA","","","","VH-95624F3D24","",""
"KA-202502-005685","PH-893B7290BF","","","","VH-373ECE71D4","",""
"KA-202502-005688","PH-75431087E8","","","","VH-1F6AEC344D","",""
"KA-202502-005691","PH-23F3C4FCA0","","","","VH-C06EB52D95","",""
"KA-202502-005694","PH-77CBFB1520","","","","VH-A6ACF88F01","",""
"KA-202502-005697","PH-2548E12339","","","","VH-9DD6376FE5","",""
"KA-202502-005700","PH-228A72BC1C","","","","VH-FD43E7C504","",""
